"goal","keyword","pattern","weight","color"
1,"minimum wage","\b(\d*)minimum wage(\d*)\b",0.22,"#E5243B"
1,"underprivileged","\b(\d*)underprivileged(\d*)\b",0.22,"#E5243B"
1,"basic necessities","\b(\d*)basic necessities(\d*)\b",0.22,"#E5243B"
1,"underclass","\b(\d*)underclass(\d*)\b",0.22,"#E5243B"
1,"rents","\b(\d*)rents(\d*)\b",0.22,"#E5243B"
1,"tuition","\b(\d*)tuition(\d*)\b",0.22,"#E5243B"
1,"prices","\b(\d*)prices(\d*)\b",0.22,"#E5243B"
1,"household incomes","\b(\d*)household incomes(\d*)\b",0.22,"#E5243B"
1,"economies","\b(\d*)economies(\d*)\b",0.22,"#E5243B"
1,"seniors","\b(\d*)seniors(\d*)\b",0.22,"#E5243B"
1,"renters","\b(\d*)renters(\d*)\b",0.22,"#E5243B"
1,"aarp","\b(\d*)aarp(\d*)\b",0.22,"#E5243B"
1,"senior citizens","\b(\d*)senior citizens(\d*)\b",0.22,"#E5243B"
1,"immigrants","\b(\d*)immigrants(\d*)\b",0.22,"#E5243B"
1,"savers","\b(\d*)savers(\d*)\b",0.22,"#E5243B"
1,"nurses","\b(\d*)nurses(\d*)\b",0.22,"#E5243B"
1,"racial discrimination","\b(\d*)racial discrimination(\d*)\b",0.22,"#E5243B"
1,"segregation","\b(\d*)segregation(\d*)\b",0.22,"#E5243B"
1,"inequitable","\b(\d*)inequitable(\d*)\b",0.22,"#E5243B"
1,"affluence","\b(\d*)affluence(\d*)\b",0.22,"#E5243B"
1,"repression","\b(\d*)repression(\d*)\b",0.22,"#E5243B"
1,"stagnation","\b(\d*)stagnation(\d*)\b",0.22,"#E5243B"
1,"hopelessness","\b(\d*)hopelessness(\d*)\b",0.22,"#E5243B"
1,"mental illness","\b(\d*)mental illness(\d*)\b",0.22,"#E5243B"
1,"autism","\b(\d*)autism(\d*)\b",0.22,"#E5243B"
1,"charitable","\b(\d*)charitable(\d*)\b",0.22,"#E5243B"
1,"relief","\b(\d*)relief(\d*)\b",0.22,"#E5243B"
1,"worker","\b(\d*)worker(\d*)\b",0.22,"#E5243B"
1,"typhoon","\b(\d*)typhoon(\d*)\b",0.22,"#E5243B"
1,"cyclone","\b(\d*)cyclone(\d*)\b",0.22,"#E5243B"
1,"bird flu","\b(\d*)bird flu(\d*)\b",0.22,"#E5243B"
1,"storm","\b(\d*)storm(\d*)\b",0.22,"#E5243B"
1,"insured","\b(\d*)insured(\d*)\b",0.22,"#E5243B"
1,"deductibles","\b(\d*)deductibles(\d*)\b",0.22,"#E5243B"
1,"medicare advantage","\b(\d*)medicare advantage(\d*)\b",0.22,"#E5243B"
1,"hmo","\b(\d*)hmo(\d*)\b",0.22,"#E5243B"
1,"casualty insurance","\b(\d*)casualty insurance(\d*)\b",0.22,"#E5243B"
1,"tricare","\b(\d*)tricare(\d*)\b",0.22,"#E5243B"
1,"indemnity","\b(\d*)indemnity(\d*)\b",0.22,"#E5243B"
1,"pensioner","\b(\d*)pensioner(\d*)\b",0.22,"#E5243B"
1,"medicaid","\b(\d*)medicaid(\d*)\b",0.22,"#E5243B"
2,"agricultural","\b(\d*)agricultural(\d*)\b",17.19,"#DDA63A"
2,"agriculture","\b(\d*)agriculture(\d*)\b",12.73,"#DDA63A"
2,"crop","\b(\d*)crop(\d*)\b",7.49,"#DDA63A"
2,"farming","\b(\d*)farming(\d*)\b",7.18,"#DDA63A"
2,"farmers","\b(\d*)farmers(\d*)\b",6.99,"#DDA63A"
2,"agri","\b(\d*)agri(\d*)\b",5.45,"#DDA63A"
2,"malnutrition","\b(\d*)malnutrition(\d*)\b",5.35,"#DDA63A"
2,"farm","\b(\d*)farm(\d*)\b",4.52,"#DDA63A"
2,"crops","\b(\d*)crops(\d*)\b",4.15,"#DDA63A"
2,"dairy","\b(\d*)dairy(\d*)\b",3.43,"#DDA63A"
2,"livestock","\b(\d*)livestock(\d*)\b",3.28,"#DDA63A"
2,"agribusiness","\b(\d*)agribusiness(\d*)\b",3.22,"#DDA63A"
2,"organic farming","\b(\d*)organic farming(\d*)\b",3.07,"#DDA63A"
2,"growers","\b(\d*)growers(\d*)\b",2.86,"#DDA63A"
2,"ag","\b(\d*)ag(\d*)\b",2.86,"#DDA63A"
2,"farms","\b(\d*)farms(\d*)\b",2.85,"#DDA63A"
2,"farmer","\b(\d*)farmer(\d*)\b",2.78,"#DDA63A"
2,"farmland","\b(\d*)farmland(\d*)\b",2.43,"#DDA63A"
2,"organic","\b(\d*)organic(\d*)\b",2.38,"#DDA63A"
2,"cattle","\b(\d*)cattle(\d*)\b",2.36,"#DDA63A"
2,"horticulture","\b(\d*)horticulture(\d*)\b",2.36,"#DDA63A"
2,"poultry","\b(\d*)poultry(\d*)\b",2.28,"#DDA63A"
2,"soybean","\b(\d*)soybean(\d*)\b",2.21,"#DDA63A"
2,"agro","\b(\d*)agro(\d*)\b",1.93,"#DDA63A"
2,"fertilizer","\b(\d*)fertilizer(\d*)\b",1.86,"#DDA63A"
2,"aquaculture","\b(\d*)aquaculture(\d*)\b",1.86,"#DDA63A"
2,"wheat","\b(\d*)wheat(\d*)\b",1.78,"#DDA63A"
2,"grain","\b(\d*)grain(\d*)\b",1.71,"#DDA63A"
2,"vegetable","\b(\d*)vegetable(\d*)\b",1.71,"#DDA63A"
2,"dairy farmers","\b(\d*)dairy farmers(\d*)\b",1.57,"#DDA63A"
2,"grains","\b(\d*)grains(\d*)\b",1.57,"#DDA63A"
2,"corn","\b(\d*)corn(\d*)\b",1.57,"#DDA63A"
2,"rural development","\b(\d*)rural development(\d*)\b",1.5,"#DDA63A"
2,"grower","\b(\d*)grower(\d*)\b",1.5,"#DDA63A"
2,"ethanol","\b(\d*)ethanol(\d*)\b",1.5,"#DDA63A"
2,"irrigation","\b(\d*)irrigation(\d*)\b",1.43,"#DDA63A"
2,"biofuel","\b(\d*)biofuel(\d*)\b",1.36,"#DDA63A"
2,"biofuels","\b(\d*)biofuels(\d*)\b",1.36,"#DDA63A"
2,"food","\b(\d*)food(\d*)\b",1.32,"#DDA63A"
2,"beef cattle","\b(\d*)beef cattle(\d*)\b",1.29,"#DDA63A"
2,"dairy cows","\b(\d*)dairy cows(\d*)\b",1.29,"#DDA63A"
2,"potato","\b(\d*)potato(\d*)\b",1.21,"#DDA63A"
2,"sugar beet","\b(\d*)sugar beet(\d*)\b",1.21,"#DDA63A"
2,"soybeans","\b(\d*)soybeans(\d*)\b",1.21,"#DDA63A"
2,"alfalfa","\b(\d*)alfalfa(\d*)\b",1.21,"#DDA63A"
2,"malnourished","\b(\d*)malnourished(\d*)\b",1.2,"#DDA63A"
2,"oilseed","\b(\d*)oilseed(\d*)\b",1.14,"#DDA63A"
2,"tillage","\b(\d*)tillage(\d*)\b",1.08,"#DDA63A"
2,"meat","\b(\d*)meat(\d*)\b",1.07,"#DDA63A"
2,"breeding","\b(\d*)breeding(\d*)\b",1.07,"#DDA63A"
2,"dairy farm","\b(\d*)dairy farm(\d*)\b",1.07,"#DDA63A"
2,"harvest","\b(\d*)harvest(\d*)\b",1.07,"#DDA63A"
2,"orchards","\b(\d*)orchards(\d*)\b",1.07,"#DDA63A"
2,"ranchers","\b(\d*)ranchers(\d*)\b",1,"#DDA63A"
2,"farm bureau","\b(\d*)farm bureau(\d*)\b",1,"#DDA63A"
2,"forestry","\b(\d*)forestry(\d*)\b",1,"#DDA63A"
2,"dairy farms","\b(\d*)dairy farms(\d*)\b",1,"#DDA63A"
2,"rural","\b(\d*)rural(\d*)\b",0.94,"#DDA63A"
2,"nutrition","\b(\d*)nutrition(\d*)\b",0.94,"#DDA63A"
2,"cropland","\b(\d*)cropland(\d*)\b",0.93,"#DDA63A"
2,"fruit","\b(\d*)fruit(\d*)\b",0.93,"#DDA63A"
2,"orchard","\b(\d*)orchard(\d*)\b",0.93,"#DDA63A"
2,"oilseeds","\b(\d*)oilseeds(\d*)\b",0.93,"#DDA63A"
2,"irrigated","\b(\d*)irrigated(\d*)\b",0.93,"#DDA63A"
2,"pork","\b(\d*)pork(\d*)\b",0.93,"#DDA63A"
2,"cotton","\b(\d*)cotton(\d*)\b",0.93,"#DDA63A"
2,"feedlot","\b(\d*)feedlot(\d*)\b",0.93,"#DDA63A"
2,"cows","\b(\d*)cows(\d*)\b",0.93,"#DDA63A"
2,"biodiesel","\b(\d*)biodiesel(\d*)\b",0.93,"#DDA63A"
2,"soil","\b(\d*)soil(\d*)\b",0.86,"#DDA63A"
2,"dairy farmer","\b(\d*)dairy farmer(\d*)\b",0.86,"#DDA63A"
2,"breeders","\b(\d*)breeders(\d*)\b",0.86,"#DDA63A"
2,"dairies","\b(\d*)dairies(\d*)\b",0.86,"#DDA63A"
2,"beef","\b(\d*)beef(\d*)\b",0.86,"#DDA63A"
2,"sheep","\b(\d*)sheep(\d*)\b",0.86,"#DDA63A"
2,"sorghum","\b(\d*)sorghum(\d*)\b",0.86,"#DDA63A"
2,"soybean crop","\b(\d*)soybean crop(\d*)\b",0.86,"#DDA63A"
2,"barley","\b(\d*)barley(\d*)\b",0.86,"#DDA63A"
2,"bioenergy","\b(\d*)bioenergy(\d*)\b",0.86,"#DDA63A"
2,"seed","\b(\d*)seed(\d*)\b",0.79,"#DDA63A"
2,"veterinary","\b(\d*)veterinary(\d*)\b",0.79,"#DDA63A"
2,"biotechnology","\b(\d*)biotechnology(\d*)\b",0.79,"#DDA63A"
2,"crop yields","\b(\d*)crop yields(\d*)\b",0.79,"#DDA63A"
2,"swine","\b(\d*)swine(\d*)\b",0.79,"#DDA63A"
2,"biomass","\b(\d*)biomass(\d*)\b",0.79,"#DDA63A"
2,"syngenta","\b(\d*)syngenta(\d*)\b",0.79,"#DDA63A"
2,"silage","\b(\d*)silage(\d*)\b",0.79,"#DDA63A"
2,"cattlemen association","\b(\d*)cattlemen association(\d*)\b",0.71,"#DDA63A"
2,"cooperatives","\b(\d*)cooperatives(\d*)\b",0.71,"#DDA63A"
2,"nurseries","\b(\d*)nurseries(\d*)\b",0.71,"#DDA63A"
2,"agricultural sciences","\b(\d*)agricultural sciences(\d*)\b",0.71,"#DDA63A"
2,"sugarcane","\b(\d*)sugarcane(\d*)\b",0.71,"#DDA63A"
2,"animal husbandry","\b(\d*)animal husbandry(\d*)\b",0.71,"#DDA63A"
2,"produce","\b(\d*)produce(\d*)\b",0.71,"#DDA63A"
2,"wheat crop","\b(\d*)wheat crop(\d*)\b",0.71,"#DDA63A"
2,"maize","\b(\d*)maize(\d*)\b",0.71,"#DDA63A"
2,"arable land","\b(\d*)arable land(\d*)\b",0.71,"#DDA63A"
2,"unicef","\b(\d*)unicef(\d*)\b",0.71,"#DDA63A"
2,"nutritional","\b(\d*)nutritional(\d*)\b",0.7,"#DDA63A"
2,"undernourished","\b(\d*)undernourished(\d*)\b",0.68,"#DDA63A"
2,"hunger","\b(\d*)hunger(\d*)\b",0.65,"#DDA63A"
2,"horticultural","\b(\d*)horticultural(\d*)\b",0.64,"#DDA63A"
2,"usda","\b(\d*)usda(\d*)\b",0.64,"#DDA63A"
2,"biodiversity","\b(\d*)biodiversity(\d*)\b",0.64,"#DDA63A"
2,"renewable energy","\b(\d*)renewable energy(\d*)\b",0.64,"#DDA63A"
2,"commodity","\b(\d*)commodity(\d*)\b",0.64,"#DDA63A"
2,"harvesting","\b(\d*)harvesting(\d*)\b",0.64,"#DDA63A"
2,"sugar beets","\b(\d*)sugar beets(\d*)\b",0.64,"#DDA63A"
2,"tomato","\b(\d*)tomato(\d*)\b",0.64,"#DDA63A"
2,"organics","\b(\d*)organics(\d*)\b",0.64,"#DDA63A"
2,"vineyards","\b(\d*)vineyards(\d*)\b",0.64,"#DDA63A"
2,"herds","\b(\d*)herds(\d*)\b",0.64,"#DDA63A"
