"goal","keyword","pattern","weight","color"
1,"minimum wage","\b(\d*)minimum wage(\d*)\b",0.22,"#E5243B"
1,"underprivileged","\b(\d*)underprivileged(\d*)\b",0.22,"#E5243B"
1,"basic necessities","\b(\d*)basic necessities(\d*)\b",0.22,"#E5243B"
1,"underclass","\b(\d*)underclass(\d*)\b",0.22,"#E5243B"
1,"rents","\b(\d*)rents(\d*)\b",0.22,"#E5243B"
1,"tuition","\b(\d*)tuition(\d*)\b",0.22,"#E5243B"
1,"prices","\b(\d*)prices(\d*)\b",0.22,"#E5243B"
1,"household incomes","\b(\d*)household incomes(\d*)\b",0.22,"#E5243B"
1,"economies","\b(\d*)economies(\d*)\b",0.22,"#E5243B"
1,"seniors","\b(\d*)seniors(\d*)\b",0.22,"#E5243B"
1,"renters","\b(\d*)renters(\d*)\b",0.22,"#E5243B"
1,"aarp","\b(\d*)aarp(\d*)\b",0.22,"#E5243B"
1,"senior citizens","\b(\d*)senior citizens(\d*)\b",0.22,"#E5243B"
1,"immigrants","\b(\d*)immigrants(\d*)\b",0.22,"#E5243B"
1,"savers","\b(\d*)savers(\d*)\b",0.22,"#E5243B"
1,"nurses","\b(\d*)nurses(\d*)\b",0.22,"#E5243B"
1,"racial discrimination","\b(\d*)racial discrimination(\d*)\b",0.22,"#E5243B"
1,"segregation","\b(\d*)segregation(\d*)\b",0.22,"#E5243B"
1,"inequitable","\b(\d*)inequitable(\d*)\b",0.22,"#E5243B"
1,"affluence","\b(\d*)affluence(\d*)\b",0.22,"#E5243B"
1,"repression","\b(\d*)repression(\d*)\b",0.22,"#E5243B"
1,"stagnation","\b(\d*)stagnation(\d*)\b",0.22,"#E5243B"
1,"hopelessness","\b(\d*)hopelessness(\d*)\b",0.22,"#E5243B"
1,"mental illness","\b(\d*)mental illness(\d*)\b",0.22,"#E5243B"
1,"autism","\b(\d*)autism(\d*)\b",0.22,"#E5243B"
1,"charitable","\b(\d*)charitable(\d*)\b",0.22,"#E5243B"
1,"relief","\b(\d*)relief(\d*)\b",0.22,"#E5243B"
1,"worker","\b(\d*)worker(\d*)\b",0.22,"#E5243B"
1,"typhoon","\b(\d*)typhoon(\d*)\b",0.22,"#E5243B"
1,"cyclone","\b(\d*)cyclone(\d*)\b",0.22,"#E5243B"
1,"bird flu","\b(\d*)bird flu(\d*)\b",0.22,"#E5243B"
1,"storm","\b(\d*)storm(\d*)\b",0.22,"#E5243B"
1,"insured","\b(\d*)insured(\d*)\b",0.22,"#E5243B"
1,"deductibles","\b(\d*)deductibles(\d*)\b",0.22,"#E5243B"
1,"medicare advantage","\b(\d*)medicare advantage(\d*)\b",0.22,"#E5243B"
1,"hmo","\b(\d*)hmo(\d*)\b",0.22,"#E5243B"
1,"casualty insurance","\b(\d*)casualty insurance(\d*)\b",0.22,"#E5243B"
1,"tricare","\b(\d*)tricare(\d*)\b",0.22,"#E5243B"
1,"indemnity","\b(\d*)indemnity(\d*)\b",0.22,"#E5243B"
1,"pensioner","\b(\d*)pensioner(\d*)\b",0.22,"#E5243B"
1,"medicaid","\b(\d*)medicaid(\d*)\b",0.22,"#E5243B"
1,"redistribution","\b(\d*)redistribution(\d*)\b",0.2,"#E5243B"
1,"vulnerability","\b(\d*)vulnerability(\d*)\b",0.19,"#E5243B"
1,"social policy","\b(\d*)social policy(\d*)\b",0.18,"#E5243B"
1,"violence","\b(\d*)violence(\d*)\b",0.18,"#E5243B"
1,"globalisation","\b(\d*)globalisation(\d*)\b",0.18,"#E5243B"
1,"malaria","\b(\d*)malaria(\d*)\b",0.18,"#E5243B"
1,"anti semitism","\b(\d*)anti semitism(\d*)\b",0.18,"#E5243B"
1,"maternal","\b(\d*)maternal(\d*)\b",0.18,"#E5243B"
1,"economic policy","\b(\d*)economic policy(\d*)\b",0.18,"#E5243B"
1,"millennium development goals","\b(\d*)millennium development goals(\d*)\b",0.18,"#E5243B"
1,"upliftment","\b(\d*)upliftment(\d*)\b",0.18,"#E5243B"
1,"socioeconomic status","\b(\d*)socioeconomic status(\d*)\b",0.18,"#E5243B"
1,"cultural","\b(\d*)cultural(\d*)\b",0.18,"#E5243B"
1,"tertiary education","\b(\d*)tertiary education(\d*)\b",0.18,"#E5243B"
1,"ethnicity","\b(\d*)ethnicity(\d*)\b",0.18,"#E5243B"
1,"decentralization","\b(\d*)decentralization(\d*)\b",0.18,"#E5243B"
1,"equitable","\b(\d*)equitable(\d*)\b",0.18,"#E5243B"
1,"mutual","\b(\d*)mutual(\d*)\b",0.18,"#E5243B"
1,"roth ira","\b(\d*)roth ira(\d*)\b",0.18,"#E5243B"
1,"nest eggs","\b(\d*)nest eggs(\d*)\b",0.18,"#E5243B"
1,"fidelity","\b(\d*)fidelity(\d*)\b",0.18,"#E5243B"
1,"unions","\b(\d*)unions(\d*)\b",0.18,"#E5243B"
1,"ifas","\b(\d*)ifas(\d*)\b",0.18,"#E5243B"
1,"labor","\b(\d*)labor(\d*)\b",0.18,"#E5243B"
1,"jobseekers","\b(\d*)jobseekers(\d*)\b",0.18,"#E5243B"
1,"legal aid","\b(\d*)legal aid(\d*)\b",0.18,"#E5243B"
1,"juvenile justice","\b(\d*)juvenile justice(\d*)\b",0.18,"#E5243B"
1,"migrant","\b(\d*)migrant(\d*)\b",0.18,"#E5243B"
1,"average hourly","\b(\d*)average hourly(\d*)\b",0.18,"#E5243B"
1,"malnourished","\b(\d*)malnourished(\d*)\b",0.18,"#E5243B"
1,"squalor","\b(\d*)squalor(\d*)\b",0.18,"#E5243B"
1,"widows","\b(\d*)widows(\d*)\b",0.18,"#E5243B"
1,"slum dwellers","\b(\d*)slum dwellers(\d*)\b",0.18,"#E5243B"
1,"indigent","\b(\d*)indigent(\d*)\b",0.18,"#E5243B"
1,"marginalized","\b(\d*)marginalized(\d*)\b",0.18,"#E5243B"
1,"starvation","\b(\d*)starvation(\d*)\b",0.18,"#E5243B"
1,"displaced","\b(\d*)displaced(\d*)\b",0.18,"#E5243B"
1,"soup kitchens","\b(\d*)soup kitchens(\d*)\b",0.18,"#E5243B"
1,"desperate","\b(\d*)desperate(\d*)\b",0.18,"#E5243B"
1,"refugee","\b(\d*)refugee(\d*)\b",0.18,"#E5243B"
1,"migrants","\b(\d*)migrants(\d*)\b",0.18,"#E5243B"
1,"microcredit","\b(\d*)microcredit(\d*)\b",0.18,"#E5243B"
1,"jobless benefits","\b(\d*)jobless benefits(\d*)\b",0.18,"#E5243B"
1,"birthrate","\b(\d*)birthrate(\d*)\b",0.18,"#E5243B"
1,"gdp","\b(\d*)gdp(\d*)\b",0.18,"#E5243B"
1,"foreclosure","\b(\d*)foreclosure(\d*)\b",0.18,"#E5243B"
1,"median","\b(\d*)median(\d*)\b",0.18,"#E5243B"
1,"median household","\b(\d*)median household(\d*)\b",0.18,"#E5243B"
1,"remittances","\b(\d*)remittances(\d*)\b",0.18,"#E5243B"
1,"inventories","\b(\d*)inventories(\d*)\b",0.18,"#E5243B"
1,"disposable income","\b(\d*)disposable income(\d*)\b",0.18,"#E5243B"
1,"census","\b(\d*)census(\d*)\b",0.18,"#E5243B"
1,"employees","\b(\d*)employees(\d*)\b",0.18,"#E5243B"
1,"taxpayers","\b(\d*)taxpayers(\d*)\b",0.18,"#E5243B"
1,"caregivers","\b(\d*)caregivers(\d*)\b",0.18,"#E5243B"
1,"boomers","\b(\d*)boomers(\d*)\b",0.18,"#E5243B"
1,"fixed incomes","\b(\d*)fixed incomes(\d*)\b",0.18,"#E5243B"
1,"transgender","\b(\d*)transgender(\d*)\b",0.18,"#E5243B"
1,"households","\b(\d*)households(\d*)\b",0.18,"#E5243B"
1,"subsidies","\b(\d*)subsidies(\d*)\b",0.18,"#E5243B"
1,"injustices","\b(\d*)injustices(\d*)\b",0.18,"#E5243B"
1,"unfairness","\b(\d*)unfairness(\d*)\b",0.18,"#E5243B"
1,"alienation","\b(\d*)alienation(\d*)\b",0.18,"#E5243B"
1,"rampant corruption","\b(\d*)rampant corruption(\d*)\b",0.18,"#E5243B"
1,"budget deficits","\b(\d*)budget deficits(\d*)\b",0.18,"#E5243B"
1,"psychiatric","\b(\d*)psychiatric(\d*)\b",0.18,"#E5243B"
1,"mentally ill","\b(\d*)mentally ill(\d*)\b",0.18,"#E5243B"
1,"substance abuse","\b(\d*)substance abuse(\d*)\b",0.18,"#E5243B"
1,"developmentally disabled","\b(\d*)developmentally disabled(\d*)\b",0.18,"#E5243B"
1,"dementia","\b(\d*)dementia(\d*)\b",0.18,"#E5243B"
1,"demographics","\b(\d*)demographics(\d*)\b",0.18,"#E5243B"
1,"disproportionately","\b(\d*)disproportionately(\d*)\b",0.18,"#E5243B"
1,"savings","\b(\d*)savings(\d*)\b",0.18,"#E5243B"
1,"metlife","\b(\d*)metlife(\d*)\b",0.18,"#E5243B"
1,"aid","\b(\d*)aid(\d*)\b",0.18,"#E5243B"
1,"disabilities","\b(\d*)disabilities(\d*)\b",0.18,"#E5243B"
1,"developmental disabilities","\b(\d*)developmental disabilities(\d*)\b",0.18,"#E5243B"
1,"charity","\b(\d*)charity(\d*)\b",0.18,"#E5243B"
1,"antivirus","\b(\d*)antivirus(\d*)\b",0.18,"#E5243B"
1,"#.# magnitude earthquake","\b(\d*)... magnitude earthquake(\d*)\b",0.18,"#E5243B"
1,"mudslide","\b(\d*)mudslide(\d*)\b",0.18,"#E5243B"
1,"disaster relief","\b(\d*)disaster relief(\d*)\b",0.18,"#E5243B"
1,"devastating floods","\b(\d*)devastating floods(\d*)\b",0.18,"#E5243B"
1,"natural disasters","\b(\d*)natural disasters(\d*)\b",0.18,"#E5243B"
1,"flash floods","\b(\d*)flash floods(\d*)\b",0.18,"#E5243B"
1,"flash flood","\b(\d*)flash flood(\d*)\b",0.18,"#E5243B"
1,"tornados","\b(\d*)tornados(\d*)\b",0.18,"#E5243B"
1,"costs","\b(\d*)costs(\d*)\b",0.18,"#E5243B"
1,"deductible","\b(\d*)deductible(\d*)\b",0.18,"#E5243B"
1,"insurances","\b(\d*)insurances(\d*)\b",0.18,"#E5243B"
1,"reinsurers","\b(\d*)reinsurers(\d*)\b",0.18,"#E5243B"
1,"unitedhealthcare","\b(\d*)unitedhealthcare(\d*)\b",0.18,"#E5243B"
1,"immigrant","\b(\d*)immigrant(\d*)\b",0.18,"#E5243B"
1,"food stamps","\b(\d*)food stamps(\d*)\b",0.18,"#E5243B"
1,"underinsured","\b(\d*)underinsured(\d*)\b",0.18,"#E5243B"
1,"healthy families","\b(\d*)healthy families(\d*)\b",0.18,"#E5243B"
1,"medicaid recipients","\b(\d*)medicaid recipients(\d*)\b",0.18,"#E5243B"
1,"homeless shelter","\b(\d*)homeless shelter(\d*)\b",0.18,"#E5243B"
1,"homeless shelters","\b(\d*)homeless shelters(\d*)\b",0.18,"#E5243B"
1,"catholic charities","\b(\d*)catholic charities(\d*)\b",0.18,"#E5243B"
1,"salvation army","\b(\d*)salvation army(\d*)\b",0.18,"#E5243B"
1,"food pantries","\b(\d*)food pantries(\d*)\b",0.18,"#E5243B"
1,"income earners","\b(\d*)income earners(\d*)\b",0.18,"#E5243B"
1,"paychecks","\b(\d*)paychecks(\d*)\b",0.18,"#E5243B"
1,"deductions","\b(\d*)deductions(\d*)\b",0.18,"#E5243B"
1,"cola","\b(\d*)cola(\d*)\b",0.18,"#E5243B"
1,"sub saharan africa","\b(\d*)sub saharan africa(\d*)\b",0.18,"#E5243B"
1,"aegon","\b(\d*)aegon(\d*)\b",0.18,"#E5243B"
1,"people","\b(\d*)people(\d*)\b",0.17,"#E5243B"
1,"social investment","\b(\d*)social investment(\d*)\b",0.17,"#E5243B"
1,"safety net","\b(\d*)safety net(\d*)\b",0.17,"#E5243B"
1,"seismic","\b(\d*)seismic(\d*)\b",0.15,"#E5243B"
